Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 330853 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 35 milliseconds, 353785 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 319168 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 34 milliseconds, 343658 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 47 milliseconds, 479485 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 34 milliseconds, 343714 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 335852 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 309149 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 336439 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 334235 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 329532 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 34 milliseconds, 340659 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 44 milliseconds, 440032 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 313796 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 327619 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 334037 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 34 milliseconds, 344734 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 333568 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 329202 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 35 milliseconds, 353386 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 43 milliseconds, 437022 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 314222 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 335534 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 309926 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 43 milliseconds, 437189 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 38 milliseconds, 383468 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 36 milliseconds, 369840 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 38 milliseconds, 382302 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 39 milliseconds, 391273 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 34 milliseconds, 343569 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 35 milliseconds, 359884 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 320919 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 336366 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 338876 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 36 milliseconds, 360687 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 329405 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 34 milliseconds, 342371 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 34 milliseconds, 343015 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 325764 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 34 milliseconds, 340465 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 333232 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 332239 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 316339 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 316843 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 316747 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 313344 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 337641 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 330242 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 313613 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 323200 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 330284 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 326670 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 329561 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 319165 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 315426 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 325826 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 339134 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 339448 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 330420 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 334573 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 313403 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 339038 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 320149 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 330243 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 333526 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 315752 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 322422 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 319069 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 313517 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 324100 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 337917 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 335924 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 332406 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 35 milliseconds, 353802 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 34 milliseconds, 340663 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 316360 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 335792 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 34 milliseconds, 344089 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 35 milliseconds, 356922 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 37 milliseconds, 372740 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 34 milliseconds, 345872 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 331536 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 336169 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 35 milliseconds, 353941 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 313038 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 334511 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 325037 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 306405 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 35 milliseconds, 352749 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 34 milliseconds, 347763 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 323492 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 40 milliseconds, 401506 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 34 milliseconds, 342458 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 35 milliseconds, 358096 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 34 milliseconds, 340252 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 36 milliseconds, 361407 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 327963 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 315676 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 34 milliseconds, 342101 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 35 milliseconds, 355440 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 317552 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 34 milliseconds, 341670 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 37 milliseconds, 373808 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 34 milliseconds, 340868 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 312614 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 327514 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 328004 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 35 milliseconds, 358780 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 329610 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 34 milliseconds, 349882 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 328137 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 34 milliseconds, 344221 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 338393 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 333122 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 319779 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 35 milliseconds, 356590 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 42 milliseconds, 428141 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 333684 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 35 milliseconds, 358478 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 34 milliseconds, 343409 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 327170 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 332880 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 312376 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 329213 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 34 milliseconds, 344886 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 333938 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 35 milliseconds, 352157 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 34 milliseconds, 345199 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 334734 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 326467 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 331660 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 34 milliseconds, 343782 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 326360 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 37 milliseconds, 375986 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 36 milliseconds, 360306 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 338303 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 34 milliseconds, 347827 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 43 milliseconds, 438055 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 309773 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 34 milliseconds, 347554 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 337924 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 318851 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 316270 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 328605 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 314929 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 318380 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 333514 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 330692 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 337252 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 310849 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 290474 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 302661 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 324162 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 334483 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 325417 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 339492 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 323246 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 323684 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 332746 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 319860 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 34 milliseconds, 344636 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 35 milliseconds, 356547 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 34 milliseconds, 346295 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 338431 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 327598 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 35 milliseconds, 350787 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 292636 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 326289 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 313709 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 308544 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 303070 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 331807 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 298341 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 27 milliseconds, 273828 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 301526 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 27 milliseconds, 273724 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 301061 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 320728 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 301070 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 28 milliseconds, 280894 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 333872 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 27 milliseconds, 278795 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 28 milliseconds, 283351 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 333799 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 293337 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 294348 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 37 milliseconds, 371882 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 335216 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 38 milliseconds, 380875 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 34 milliseconds, 344353 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 334945 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 328231 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 317035 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 332444 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 35 milliseconds, 352554 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 332966 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 338277 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 326163 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 338033 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 316827 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 295272 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 321100 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 315169 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 27 milliseconds, 279915 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 292800 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 39 milliseconds, 393655 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 312042 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 35 milliseconds, 356291 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 27 milliseconds, 271945 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 35 milliseconds, 359727 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 301864 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 326500 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 335232 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 314934 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 318889 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 292818 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 297459 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 310922 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 312373 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 26 milliseconds, 269710 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 328952 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 328609 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 307527 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 324325 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 26 milliseconds, 263658 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 34 milliseconds, 340981 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 312247 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 322680 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 308000 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 323566 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 319945 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 331837 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 308883 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 325948 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 310235 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 27 milliseconds, 274575 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 302042 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 28 milliseconds, 284840 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 302622 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 294033 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 298346 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 27 milliseconds, 276219 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 28 milliseconds, 289491 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 28 milliseconds, 282697 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 36 milliseconds, 360977 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 36 milliseconds, 362176 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 310548 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 310013 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 319087 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 291951 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 316325 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 28 milliseconds, 289023 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 41 milliseconds, 410295 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 333810 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 314998 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 338985 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 316187 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 335953 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 26 milliseconds, 263496 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 312785 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 309175 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 325589 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 308137 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 311478 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 28 milliseconds, 280265 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 295259 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 310025 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 290313 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 329200 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 310013 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 338709 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 332280 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 332774 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 328811 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 332277 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 320443 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 327940 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 37 milliseconds, 371880 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 308029 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 28 milliseconds, 286183 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 331470 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 26 milliseconds, 267901 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 336408 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 28 milliseconds, 281921 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 28 milliseconds, 283082 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 315266 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 28 milliseconds, 280953 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 27 milliseconds, 277082 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 319400 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 300489 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 313582 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 330193 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 305204 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 304214 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 41 milliseconds, 415739 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 34 milliseconds, 349771 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 333207 ticks
